,ID,URL Key,retail Price,release Date,Variants,sold,average price
0,b5250116-e4e3-4ecc-a7c0-b730e40d9e79,air-jordan-1-retro-high-satin-black-toe-w,160,2019-08-17,"{'5W': '2365d37e-d89e-45cd-b67d-e0cea83c55b9', '5.5W': '4aaa77b3-6d71-41f3-991a-c86e3c2b0248', '6W': '8f7c22ad-4767-4319-8bc5-32f3c3af2fca', '6.5W': 'a4eb986d-b3d6-42a6-a017-bebb4a68126d', '7W': 'ac3808dc-6743-46a7-8f13-0f76908fe6af', '7.5W': 'af0002f9-8e53-4128-a3c2-49aacb1e7a6f', '8W': 'be8a4e25-e91d-4389-8c7a-cb9fe2023bbf', '8.5W': '9917c0f3-bd65-489d-8066-d41d042062fa', '9W': '8776e7a6-da3d-4854-9527-ef433a020166', '9.5W': '5af07221-b5c4-4296-b20e-9f554e5a36bc', '10W': 'f70ea5c7-5ba3-4a93-afe2-0ddd7e511776', '10.5W': '5ddb03d8-1de2-47e2-82d9-21c7a52cd882', '11W': 'd02f8893-d5ef-4511-97e9-a628910e4858', '11.5W': '27bd9ac6-ece1-48c1-b171-be9efc5e74ce', '12W': '03f43808-ced5-4318-9a0d-b524264177a8', '13W': 'bede459e-25b2-48cf-add6-2f9b90313218', '14W': '63bd8eb2-273c-4d91-8885-e2dff104f840'}",843,273
