,ID,URL Key,retail Price,release Date,sold,average price,image,Variants
0,dbe8db62-2ac0-4f9e-bcf1-40e1efe326fb,air-jordan-1-mid-se-fearless-maison-chateau-rouge,130,2019-11-30,266,501,https://images.stockx.com/images/Air-Jordan-1-Mid-SE-Fearless-Maison-Chateau-Rouge-Product.jpg,"{'4': '3ee83e4e-ed36-451d-9f7d-1a793dc89a10', '4.5': '51f04228-0973-412a-ac22-a3aa6cf88584', '5': '2f43460f-6ffe-4fc7-a0b1-557952850e96', '5.5': '0764de56-97cf-478c-97e5-c492f4958faa', '6': 'f84e53f0-a657-44d0-a285-f5cc55106bda', '6.5': '9c0f1bdf-a122-4ba9-a745-ef6565304b66', '7': '2e737b12-3ca9-4594-a8c4-df477596dad6', '7.5': '30f4b236-8e98-4470-8be2-f837169a62f8', '8': '349eed42-4653-409e-8420-4de0bee1e869', '8.5': 'f221af2e-87f8-46d4-bd34-926467893fb1', '9': '5be2231f-ecc1-412d-b526-33867713b054', '9.5': '611ff1b9-0f36-4747-9323-6d253f49ebd7', '10': 'd6308170-16e5-44ea-a141-c1556a24eb05', '10.5': 'a6001829-f707-433e-9a8d-96a1cca4c6f7', '11': '858e418a-e00b-4ab2-ab5c-5584a49d0403', '11.5': '68f03268-8827-4a1b-928d-fae09c238548', '12': '8e1e5db9-f80a-4420-a72d-d85852b66626', '12.5': 'd07efdef-2b2b-45e7-8d34-7bb5dfad64a4', '13': 'a1a0a61c-26a8-4422-83ac-4b44b2f5f2ea', '13.5': '1ab2b4ae-a513-4a27-9068-eeeb1b0b27a8', '14': '3dd421cd-fe6b-4067-937d-aa26b7b18cc3', '14.5': '7608c7ef-ece4-4f53-b51d-eb6ff73f7f80', '15': '265c8100-fab2-43ef-b3a6-1656e9be0373', '16': 'f3584667-1a29-4cef-bf5b-56c7844a5813'}"
