,ID,URL Key,retail Price,release Date,Variants,sold,average price
0,bb435256-6b2c-4528-9b4b-386719afb5ba,nike-air-force-1-low-travis-scott-cactus-jack,160,2019-11-16,"{'4': '57ac3f1e-086b-4f9a-983a-a23c71912a4c', '4.5': '2fd00743-1d03-4f5f-979b-75792e7fb070', '5': '87f4fe6c-b617-46f6-b4f4-b7a704a2cfba', '5.5': '83f3ac07-c07f-402d-8ff4-d1144cef00d5', '6': '846f44d9-bd3a-4f9b-8054-dedf05d24fa9', '6.5': 'd346312e-223f-4271-b3f3-e057194cdb86', '7': '07cea10f-4a69-4bfa-aaed-3129f8514cac', '7.5': '0414ff07-994c-40db-aa40-75cb28fe6cf9', '8': '9396e01f-beea-47e0-95df-cc3249d396ad', '8.5': 'de507eb7-a703-48cc-8b7e-ea2075e79511', '9': '7883babe-2d6b-444e-8458-f2f701869b39', '9.5': 'b97ebf4c-e399-48db-9b39-4dc6c88a37d8', '10': 'd580e308-b85d-490e-a0c6-6255df3f3f2b', '10.5': '397515c8-7a3b-4b51-af3d-8c88f1eaf2d5', '11': '4c6a129f-9b71-4680-b974-55ac3861902b', '11.5': '296ecf7f-118d-403b-8f2d-0f83857c0bf8', '12': '22e9c745-c7b6-4848-bdf5-eec858308c0e', '12.5': 'fdcfd6c5-9785-4cb1-af44-55163aa057e6', '13': 'd4c8e8c1-07b3-4621-8221-c358cecf957f', '13.5': '48e6b888-ce45-43e3-99ee-df463409883e', '14': 'c9d1df03-8984-49a5-a4a3-f342c15960e6', '14.5': '82d872f3-ee2e-4c45-a572-deb5ceba8645', '15': 'd2587720-03a0-47f0-a223-8e4b03ac863d', '16': '06d37732-347b-46e8-b179-1b63649903b8'}",573,470
