,ID,URL Key,retail Price,release Date,sold,average price,image,Variants
0,ef550985-b6de-4050-b74e-cebcbd9a3986,nike-air-force-1-low-07-white-travis-scott-cactus-jack-utopia-edition,150,2023-07-28,5955,154,https://images.stockx.com/images/Nike-Air-Force-1-Low-07-White-Travis-Scott-Cactus-Jack-Utopia-Edition-Product.jpg,"{'4': 'c9e9f218-bcfa-4209-9238-9fd7b0c61827', '4.5': 'd3700896-b81d-4586-8755-5eac4d17e86b', '5': '6bc5ae68-fa4c-45d6-9e18-e1796dade51e', '5.5': '6b246384-691f-4c05-a5c0-90f89350544a', '6': '409793bb-5974-4931-b1d6-35cb144c7629', '6.5': '67a05b9d-08fc-4dc6-85ba-0aa1891fd55e', '7': '49c4d2c6-cc82-4eae-9543-7a43bbf4a5b5', '7.5': 'fb2c65e4-1bb1-4cbe-8ab8-e298d469dc47', '8': 'd4542f88-35c0-4ee9-bc0a-0a7861af56a6', '8.5': '1787a531-5db9-4cbf-8ea8-b18655da62d9', '9': '7a46077c-2ca3-4af6-a386-a128f74fb2bc', '9.5': 'bf01b7a3-8273-4392-bb1f-74c61b157f6d', '10': '019549b1-16da-4118-9171-69b85286429a', '10.5': 'b3b9b920-d7a4-4c10-b929-efa62f05cc62', '11': '680a4407-1cc0-4833-a65f-79d35d48ef03', '11.5': '3101e516-baf1-4477-bcdd-40135109651d', '12': '8151e275-e89b-41c0-80b1-e783122d8ee6', '12.5': '5792f63c-3f03-49ca-a2da-2ca744aae98c', '13': '7b2ae7b6-8e02-4a29-86f5-ce4a7778fd88', '14': '5de01109-7e77-4de3-a210-daacb5db60f0'}"
