,ID,URL Key,retail Price,release Date,Variants,sold,average price
0,c6b80f3e-2a46-46fe-a557-236eeb2d31d2,air-jordan-1-retro-high-chicago-crystal,160,2018-12-14,"{'4': 'd526f83f-aed5-41d7-89f7-c02ac37a5bc4', '4.5': '20427b47-6046-4f32-95e7-db8406ba5678', '5': 'e1f0d6ff-0dec-4047-8642-c9778c4da0bc', '5.5': 'cd1add15-225e-4989-9dcc-8832e08257c8', '6': 'a935bfb0-6be6-49a4-b47b-29dd96aacfc9', '6.5': '8ba0c6ff-10ed-4081-ab97-d07a82933788', '7': '04e3cd99-8478-474b-ba24-f175c501b460', '7.5': 'a48eba8d-2d93-4ac4-aa9c-2827b6dd175d', '8': 'd557a0f8-26cd-4a3a-b070-763264aad560', '8.5': '2b40846b-bb31-4111-a11b-cb802a4eccdd', '9': '06d65670-6726-476f-a826-86c6e33b1eff', '9.5': '633de577-a346-48de-8db2-bd59caea40bc', '10': 'd0ec7de9-f2a9-40a8-906a-585a95194c9d', '10.5': '4f927107-47f7-4724-8a93-a0b6e4b1657a', '11': 'c2c824be-6900-4b1e-903e-dfe6746d3bc0', '11.5': 'e8ea5dad-17d0-43b7-bae8-eb0cc9e2e58a', '12': '2a803c5d-9a83-4741-9f53-cde4fad124be', '12.5': '4f8b946b-dc54-4fbd-ac5b-078c9549ed4f', '13': '7230253c-912c-4f2b-9cd3-90d5d07acd44', '13.5': 'f87048a6-4b96-414a-a880-ca350e4c292c', '14': '38104ac7-86b6-4d1e-9e8f-892bdccf234a', '14.5': 'b6889077-83b2-4100-aec3-5abcbb0d8e48', '15': '24f673ff-7453-4521-93fa-077b326218ee', '16': 'eebf07e4-f733-4891-bc33-5a8f3a8002f0', '17': 'b44a3ced-9af3-4f71-afb1-3574b0accb2a', '18': 'f4d996ff-34d5-49fa-9bf8-9d374046a4d6'}",505,744
