,ID,URL Key,retail Price,release Date,sold,average price,image,Variants
0,f247bc49-dc50-46c8-b173-28f792a82077,nike-air-force-1-low-sp-tiffany-and-co,400,2023-03-07,7577,1157,https://images.stockx.com/images/Nike-Air-Force-1-Low-SP-Tiffany-And-Co-Product.jpg,"{'3.5': 'd43d5817-2085-4f3d-8e34-f8122714b970', '4': '108b455e-49bd-41bf-9b53-388312f5b841', '4.5': 'ae52e939-7e37-45a1-af00-a49771325455', '5': '2a2b2a91-c65f-4235-bcda-3e7677cc5180', '5.5': '7c61262f-08b9-4a5f-b992-08aadeed840c', '6': 'e1bab551-cad0-4051-8adb-3439a34913f9', '6.5': '85e5647e-2660-46b5-a0b4-57d145182838', '7': '0a5a83ce-8fee-4077-bb36-8df9baedcaf0', '7.5': '057408c3-11a0-47e4-b1f4-aedede559838', '8': 'b35cb19d-e6f2-4777-9eb6-d1bf08ae535a', '8.5': '4135d0df-b8b6-49d2-820b-0658911a6cd9', '9': 'ea379e0f-fc1d-402b-8f7d-1a75d44cd28c', '9.5': '1c6ffdac-8d65-4798-9cfd-2d53c7938cfe', '10': '35dfe289-d832-45bf-9e17-9d9040003cc2', '10.5': 'df2aec89-3730-4019-988a-313ee60a87bc', '11': '022f391a-67d2-458d-a8c9-035c706be93c', '11.5': '07340a1f-d615-4ea9-b8d7-62d0b961eb75', '12': '70827099-cd00-4830-8822-1e45220eb171', '12.5': 'a41fd20e-02c7-48f1-a32e-905dfe51f1a2', '13': 'd55cc5a1-c162-48e4-b92c-2afb5ccc97d9', '14': '0e22fb08-a5f1-4a76-908e-93248d690078', '15': '68832f47-ff20-4f3d-98ab-8f12b273b5f3'}"
