Date,Price
2020-12-23 15:33:08+00:00,86
2020-12-23 19:50:22+00:00,86
2020-12-24 00:07:36+00:00,86
2020-12-24 04:24:50+00:00,85
2020-12-24 08:42:04+00:00,85
2020-12-24 12:59:18+00:00,90
2020-12-24 17:16:32+00:00,89
2020-12-24 21:33:46+00:00,94
2020-12-25 01:51:00+00:00,87
2020-12-25 06:08:14+00:00,87
2020-12-25 10:25:28+00:00,97
2020-12-25 14:42:42+00:00,103
2020-12-25 18:59:56+00:00,91
2020-12-25 23:17:10+00:00,96
2020-12-26 03:34:24+00:00,96
2020-12-26 07:51:38+00:00,90
2020-12-26 12:08:52+00:00,90
2020-12-26 16:26:06+00:00,85
2020-12-26 20:43:20+00:00,92
2020-12-27 01:00:34+00:00,92
2020-12-27 05:17:48+00:00,92
2020-12-27 09:35:02+00:00,92
2020-12-27 13:52:16+00:00,92
2020-12-27 18:09:30+00:00,96
2020-12-27 22:26:44+00:00,92
2020-12-28 02:43:58+00:00,92
2020-12-28 07:01:12+00:00,93
2020-12-28 11:18:26+00:00,110
2020-12-28 15:35:40+00:00,110
2020-12-28 19:52:54+00:00,99
2020-12-29 00:10:08+00:00,93
2020-12-29 04:27:22+00:00,114
2020-12-29 08:44:36+00:00,93
2020-12-29 13:01:50+00:00,93
2020-12-29 17:19:04+00:00,86
2020-12-29 21:36:18+00:00,95
2020-12-30 01:53:32+00:00,93
2020-12-30 06:10:46+00:00,93
2020-12-30 10:28:00+00:00,93
2020-12-30 14:45:14+00:00,93
2020-12-30 19:02:28+00:00,88
2020-12-30 23:19:42+00:00,86
2020-12-31 03:36:56+00:00,87
2020-12-31 07:54:10+00:00,98
2020-12-31 12:11:24+00:00,86
2020-12-31 16:28:38+00:00,98
2020-12-31 20:45:52+00:00,94
2021-01-01 01:03:06+00:00,94
2021-01-01 05:20:20+00:00,85
2021-01-01 09:37:34+00:00,85
2021-01-01 13:54:48+00:00,97
2021-01-01 18:12:02+00:00,85
2021-01-01 22:29:16+00:00,85
2021-01-02 02:46:30+00:00,85
2021-01-02 07:03:44+00:00,85
2021-01-02 11:20:58+00:00,90
2021-01-02 15:38:12+00:00,90
2021-01-02 19:55:26+00:00,85
2021-01-03 00:12:40+00:00,90
2021-01-03 04:29:54+00:00,90
2021-01-03 08:47:08+00:00,90
2021-01-03 13:04:22+00:00,86
2021-01-03 17:21:36+00:00,88
2021-01-03 21:38:50+00:00,90
2021-01-04 01:56:04+00:00,90
2021-01-04 06:13:18+00:00,90
2021-01-04 10:30:32+00:00,98
2021-01-04 14:47:46+00:00,100
2021-01-04 19:05:00+00:00,98
2021-01-04 23:22:14+00:00,87
2021-01-05 03:39:28+00:00,87
2021-01-05 07:56:42+00:00,87
2021-01-05 12:13:56+00:00,88
2021-01-05 16:31:10+00:00,110
2021-01-05 20:48:24+00:00,106
2021-01-06 01:05:38+00:00,106
2021-01-06 05:22:52+00:00,106
2021-01-06 09:40:06+00:00,85
2021-01-06 13:57:20+00:00,119
2021-01-06 18:14:34+00:00,81
2021-01-06 22:31:48+00:00,85
2021-01-07 02:49:02+00:00,85
2021-01-07 07:06:16+00:00,89
2021-01-07 11:23:30+00:00,95
2021-01-07 15:40:44+00:00,100
2021-01-07 19:57:58+00:00,96
2021-01-08 00:15:12+00:00,82
2021-01-08 04:32:26+00:00,93
2021-01-08 08:49:40+00:00,93
2021-01-08 13:06:54+00:00,82
2021-01-08 17:24:08+00:00,92
2021-01-08 21:41:22+00:00,83
2021-01-09 01:58:36+00:00,83
2021-01-09 06:15:50+00:00,83
2021-01-09 10:33:04+00:00,95
2021-01-09 14:50:18+00:00,83
2021-01-09 19:07:32+00:00,79
2021-01-09 23:24:46+00:00,81
2021-01-10 03:42:00+00:00,95
2021-01-10 07:59:14+00:00,80
2021-01-10 12:16:28+00:00,93
2021-01-10 16:33:42+00:00,92
2021-01-10 20:50:56+00:00,81
2021-01-11 01:08:10+00:00,84
2021-01-11 05:25:24+00:00,84
2021-01-11 09:42:38+00:00,94
2021-01-11 13:59:52+00:00,92
2021-01-11 18:17:06+00:00,94
2021-01-11 22:34:20+00:00,78
2021-01-12 02:51:34+00:00,80
2021-01-12 07:08:48+00:00,74
2021-01-12 11:26:02+00:00,80
2021-01-12 15:43:16+00:00,103
2021-01-12 20:00:30+00:00,103
2021-01-13 00:17:44+00:00,78
2021-01-13 04:34:58+00:00,78
2021-01-13 08:52:12+00:00,78
2021-01-13 13:09:26+00:00,83
2021-01-13 17:26:40+00:00,92
2021-01-13 21:43:54+00:00,79
2021-01-14 02:01:08+00:00,79
2021-01-14 06:18:22+00:00,104
2021-01-14 10:35:36+00:00,104
2021-01-14 14:52:50+00:00,87
2021-01-14 19:10:04+00:00,94
2021-01-14 23:27:18+00:00,79
2021-01-15 03:44:32+00:00,76
2021-01-15 08:01:46+00:00,108
2021-01-15 12:19:00+00:00,91
2021-01-15 16:36:14+00:00,90
2021-01-15 20:53:28+00:00,95
2021-01-16 01:10:42+00:00,95
2021-01-16 05:27:56+00:00,95
2021-01-16 09:45:10+00:00,95
2021-01-16 14:02:24+00:00,88
2021-01-16 18:19:38+00:00,86
2021-01-16 22:36:52+00:00,87
2021-01-17 02:54:06+00:00,81
2021-01-17 07:11:20+00:00,81
2021-01-17 11:28:34+00:00,81
2021-01-17 15:45:48+00:00,74
2021-01-17 20:03:02+00:00,81
2021-01-18 00:20:16+00:00,81
2021-01-18 04:37:30+00:00,81
2021-01-18 08:54:44+00:00,81
2021-01-18 13:11:58+00:00,105
2021-01-18 17:29:12+00:00,85
2021-01-18 21:46:26+00:00,81
2021-01-19 02:03:40+00:00,81
2021-01-19 06:20:54+00:00,94
2021-01-19 10:38:08+00:00,81
2021-01-19 14:55:22+00:00,97
2021-01-19 19:12:36+00:00,103
2021-01-19 23:29:50+00:00,103
2021-01-20 03:47:04+00:00,81
2021-01-20 08:04:18+00:00,81
2021-01-20 12:21:32+00:00,80
2021-01-20 16:38:46+00:00,101
2021-01-20 20:56:00+00:00,80
2021-01-21 01:13:14+00:00,80
2021-01-21 05:30:28+00:00,80
2021-01-21 09:47:42+00:00,109
2021-01-21 14:04:56+00:00,88
2021-01-21 18:22:10+00:00,82
2021-01-21 22:39:24+00:00,90
2021-01-22 02:56:38+00:00,90
2021-01-22 07:13:52+00:00,90
2021-01-22 11:31:06+00:00,90
2021-01-22 15:48:20+00:00,91
2021-01-22 20:05:34+00:00,97
2021-01-23 00:22:48+00:00,83
2021-01-23 04:40:02+00:00,83
2021-01-23 08:57:16+00:00,83
2021-01-23 13:14:30+00:00,97
2021-01-23 17:31:44+00:00,97
2021-01-23 21:48:58+00:00,74
2021-01-24 02:06:12+00:00,74
2021-01-24 06:23:26+00:00,97
2021-01-24 10:40:40+00:00,97
2021-01-24 14:57:54+00:00,97
2021-01-24 19:15:08+00:00,117
2021-01-24 23:32:22+00:00,93
2021-01-25 03:49:36+00:00,86
2021-01-25 08:06:50+00:00,93
2021-01-25 12:24:04+00:00,119
2021-01-25 16:41:18+00:00,93
2021-01-25 20:58:32+00:00,90
2021-01-26 01:15:46+00:00,90
2021-01-26 05:33:00+00:00,119
2021-01-26 09:50:14+00:00,118
2021-01-26 14:07:28+00:00,101
2021-01-26 18:24:42+00:00,100
2021-01-26 22:41:56+00:00,100
2021-01-27 02:59:10+00:00,90
2021-01-27 07:16:24+00:00,90
2021-01-27 11:33:38+00:00,98
2021-01-27 15:50:52+00:00,86
2021-01-27 20:08:06+00:00,83
2021-01-28 00:25:20+00:00,78
2021-01-28 04:42:34+00:00,83
2021-01-28 08:59:48+00:00,83
2021-01-28 13:17:02+00:00,97
2021-01-28 17:34:16+00:00,98
2021-01-28 21:51:30+00:00,95
2021-01-29 02:08:44+00:00,118
2021-01-29 06:25:58+00:00,118
2021-01-29 10:43:12+00:00,118
2021-01-29 15:00:26+00:00,85
2021-01-29 19:17:40+00:00,95
2021-01-29 23:34:54+00:00,95
2021-01-30 03:52:08+00:00,95
2021-01-30 08:09:22+00:00,86
2021-01-30 12:26:36+00:00,105
2021-01-30 16:43:50+00:00,105
2021-01-30 21:01:04+00:00,85
2021-01-31 01:18:18+00:00,79
2021-01-31 05:35:32+00:00,93
2021-01-31 09:52:46+00:00,112
2021-01-31 14:10:00+00:00,99
2021-01-31 18:27:14+00:00,92
2021-01-31 22:44:28+00:00,79
2021-02-01 03:01:42+00:00,79
2021-02-01 07:18:56+00:00,98
2021-02-01 11:36:10+00:00,111
2021-02-01 15:53:24+00:00,100
2021-02-01 20:10:38+00:00,98
2021-02-02 00:27:52+00:00,86
2021-02-02 04:45:06+00:00,86
2021-02-02 09:02:20+00:00,107
2021-02-02 13:19:34+00:00,107
2021-02-02 17:36:48+00:00,99
2021-02-02 21:54:02+00:00,99
2021-02-03 02:11:16+00:00,99
2021-02-03 06:28:30+00:00,105
2021-02-03 10:45:44+00:00,107
2021-02-03 15:02:58+00:00,107
2021-02-03 19:20:12+00:00,99
2021-02-03 23:37:26+00:00,99
2021-02-04 03:54:40+00:00,82
2021-02-04 08:11:54+00:00,82
2021-02-04 12:29:08+00:00,93
2021-02-04 16:46:22+00:00,93
2021-02-04 21:03:36+00:00,81
2021-02-05 01:20:50+00:00,81
2021-02-05 05:38:04+00:00,83
2021-02-05 09:55:18+00:00,96
2021-02-05 14:12:32+00:00,96
2021-02-05 18:29:46+00:00,93
2021-02-05 22:47:00+00:00,94
2021-02-06 03:04:14+00:00,94
2021-02-06 07:21:28+00:00,85
2021-02-06 11:38:42+00:00,105
2021-02-06 15:55:56+00:00,105
2021-02-06 20:13:10+00:00,88
2021-02-07 00:30:24+00:00,88
2021-02-07 04:47:38+00:00,85
2021-02-07 09:04:52+00:00,103
2021-02-07 13:22:06+00:00,103
2021-02-07 17:39:20+00:00,95
2021-02-07 21:56:34+00:00,95
2021-02-08 02:13:48+00:00,95
2021-02-08 06:31:02+00:00,95
2021-02-08 10:48:16+00:00,99
2021-02-08 15:05:30+00:00,106
2021-02-08 19:22:44+00:00,94
2021-02-08 23:39:58+00:00,81
2021-02-09 03:57:12+00:00,84
2021-02-09 08:14:26+00:00,83
2021-02-09 12:31:40+00:00,88
2021-02-09 16:48:54+00:00,92
2021-02-09 21:06:08+00:00,108
2021-02-10 01:23:22+00:00,108
2021-02-10 05:40:36+00:00,108
2021-02-10 09:57:50+00:00,107
2021-02-10 14:15:04+00:00,97
2021-02-10 18:32:18+00:00,93
2021-02-10 22:49:32+00:00,87
2021-02-11 03:06:46+00:00,86
2021-02-11 07:24:00+00:00,86
2021-02-11 11:41:14+00:00,93
2021-02-11 15:58:28+00:00,109
2021-02-11 20:15:42+00:00,111
2021-02-12 00:32:56+00:00,109
2021-02-12 04:50:10+00:00,99
2021-02-12 09:07:24+00:00,110
2021-02-12 13:24:38+00:00,85
2021-02-12 17:41:52+00:00,109
2021-02-12 21:59:06+00:00,85
2021-02-13 02:16:20+00:00,85
2021-02-13 06:33:34+00:00,77
2021-02-13 10:50:48+00:00,110
2021-02-13 15:08:02+00:00,80
2021-02-13 19:25:16+00:00,94
2021-02-13 23:42:30+00:00,94
2021-02-14 03:59:44+00:00,94
2021-02-14 08:16:58+00:00,94
2021-02-14 12:34:12+00:00,108
2021-02-14 16:51:26+00:00,94
2021-02-14 21:08:40+00:00,94
2021-02-15 01:25:54+00:00,79
2021-02-15 05:43:08+00:00,94
2021-02-15 10:00:22+00:00,111
2021-02-15 14:17:36+00:00,80
2021-02-15 18:34:50+00:00,86
2021-02-15 22:52:04+00:00,81
2021-02-16 03:09:18+00:00,81
2021-02-16 07:26:32+00:00,95
2021-02-16 11:43:46+00:00,101
2021-02-16 16:01:00+00:00,87
2021-02-16 20:18:14+00:00,87
2021-02-17 00:35:28+00:00,79
2021-02-17 04:52:42+00:00,79
2021-02-17 09:09:56+00:00,80
2021-02-17 13:27:10+00:00,80
2021-02-17 17:44:24+00:00,85
2021-02-17 22:01:38+00:00,78
2021-02-18 02:18:52+00:00,78
2021-02-18 06:36:06+00:00,91
2021-02-18 10:53:20+00:00,90
2021-02-18 15:10:34+00:00,91
2021-02-18 19:27:48+00:00,88
2021-02-18 23:45:02+00:00,88
2021-02-19 04:02:16+00:00,105
2021-02-19 08:19:30+00:00,107
2021-02-19 12:36:44+00:00,96
2021-02-19 16:53:58+00:00,79
2021-02-19 21:11:12+00:00,97
2021-02-20 01:28:26+00:00,97
2021-02-20 05:45:40+00:00,85
2021-02-20 10:02:54+00:00,107
2021-02-20 14:20:08+00:00,81
2021-02-20 18:37:22+00:00,81
2021-02-20 22:54:36+00:00,83
2021-02-21 03:11:50+00:00,83
2021-02-21 07:29:04+00:00,84
2021-02-21 11:46:18+00:00,94
2021-02-21 16:03:32+00:00,91
2021-02-21 20:20:46+00:00,91
2021-02-22 00:38:00+00:00,82
2021-02-22 04:55:14+00:00,95
2021-02-22 09:12:28+00:00,95
2021-02-22 13:29:42+00:00,100
2021-02-22 17:46:56+00:00,85
2021-02-22 22:04:10+00:00,94
2021-02-23 02:21:24+00:00,94
2021-02-23 06:38:38+00:00,95
2021-02-23 10:55:52+00:00,85
2021-02-23 15:13:06+00:00,85
2021-02-23 19:30:20+00:00,94
2021-02-23 23:47:34+00:00,94
2021-02-24 04:04:48+00:00,88
2021-02-24 08:22:02+00:00,102
2021-02-24 12:39:16+00:00,104
2021-02-24 16:56:30+00:00,92
2021-02-24 21:13:44+00:00,85
2021-02-25 01:30:58+00:00,86
2021-02-25 05:48:12+00:00,86
2021-02-25 10:05:26+00:00,93
2021-02-25 14:22:40+00:00,86
2021-02-25 18:39:54+00:00,93
2021-02-25 22:57:08+00:00,87
2021-02-26 03:14:22+00:00,98
2021-02-26 07:31:36+00:00,97
2021-02-26 11:48:50+00:00,87
2021-02-26 16:06:04+00:00,97
2021-02-26 20:23:18+00:00,85
2021-02-27 00:40:32+00:00,86
2021-02-27 04:57:46+00:00,86
2021-02-27 09:15:00+00:00,103
2021-02-27 13:32:14+00:00,101
2021-02-27 17:49:28+00:00,96
2021-02-27 22:06:42+00:00,91
2021-02-28 02:23:56+00:00,86
2021-02-28 06:41:10+00:00,83
2021-02-28 10:58:24+00:00,97
2021-02-28 15:15:38+00:00,86
2021-02-28 19:32:52+00:00,94
2021-02-28 23:50:06+00:00,89
2021-03-01 04:07:20+00:00,95
2021-03-01 08:24:34+00:00,95
2021-03-01 12:41:48+00:00,88
2021-03-01 16:59:02+00:00,96
2021-03-01 21:16:16+00:00,92
2021-03-02 01:33:30+00:00,89
2021-03-02 05:50:44+00:00,88
2021-03-02 10:07:58+00:00,88
2021-03-02 14:25:12+00:00,95
2021-03-02 18:42:26+00:00,89
2021-03-02 22:59:40+00:00,88
2021-03-03 03:16:54+00:00,89
2021-03-03 07:34:08+00:00,100
2021-03-03 11:51:22+00:00,89
2021-03-03 16:08:36+00:00,96
2021-03-03 20:25:50+00:00,90
2021-03-04 00:43:04+00:00,90
2021-03-04 05:00:18+00:00,88
2021-03-04 09:17:32+00:00,99
2021-03-04 13:34:46+00:00,99
2021-03-04 17:52:00+00:00,99
2021-03-04 22:09:14+00:00,86
2021-03-05 02:26:28+00:00,86
2021-03-05 06:43:42+00:00,107
2021-03-05 11:00:56+00:00,91
2021-03-05 15:18:10+00:00,88
2021-03-05 19:35:24+00:00,92
2021-03-06 00:00:00+00:00,88
2021-03-06 04:17:14+00:00,104
2021-03-06 08:34:28+00:00,104
2021-03-06 12:51:42+00:00,104
2021-03-06 17:08:56+00:00,99
2021-03-06 21:26:10+00:00,89
2021-03-07 01:43:24+00:00,88
2021-03-07 06:00:38+00:00,96
2021-03-07 10:17:52+00:00,96
2021-03-07 14:35:06+00:00,96
2021-03-07 18:52:20+00:00,95
2021-03-07 23:09:34+00:00,91
2021-03-08 03:26:48+00:00,91
2021-03-08 07:44:02+00:00,97
2021-03-08 12:01:16+00:00,90
2021-03-08 16:18:30+00:00,96
2021-03-08 20:35:44+00:00,102
2021-03-09 00:52:58+00:00,85
2021-03-09 05:10:12+00:00,85
2021-03-09 09:27:26+00:00,94
2021-03-09 13:44:40+00:00,96
2021-03-09 18:01:54+00:00,97
2021-03-09 22:19:08+00:00,82
2021-03-10 02:36:22+00:00,86
2021-03-10 06:53:36+00:00,98
2021-03-10 11:10:50+00:00,88
2021-03-10 15:28:04+00:00,95
2021-03-10 19:45:18+00:00,94
2021-03-11 00:02:32+00:00,88
2021-03-11 04:19:46+00:00,90
2021-03-11 08:37:00+00:00,89
2021-03-11 12:54:14+00:00,90
2021-03-11 17:11:28+00:00,97
2021-03-11 21:28:42+00:00,91
2021-03-12 01:45:56+00:00,90
2021-03-12 06:03:10+00:00,90
2021-03-12 10:20:24+00:00,99
2021-03-12 14:37:38+00:00,99
2021-03-12 18:54:52+00:00,92
2021-03-12 23:12:06+00:00,95
2021-03-13 03:29:20+00:00,91
2021-03-13 07:46:34+00:00,90
2021-03-13 12:03:48+00:00,107
2021-03-13 16:21:02+00:00,92
2021-03-13 20:38:16+00:00,94
2021-03-14 00:55:30+00:00,95
2021-03-14 05:12:44+00:00,95
2021-03-14 09:29:58+00:00,95
2021-03-14 13:47:12+00:00,105
2021-03-14 18:04:26+00:00,104
2021-03-14 22:21:40+00:00,90
2021-03-15 02:38:54+00:00,90
2021-03-15 06:56:08+00:00,95
2021-03-15 11:13:22+00:00,110
2021-03-15 15:30:36+00:00,110
2021-03-15 19:47:50+00:00,104
2021-03-16 00:05:04+00:00,88
2021-03-16 04:22:18+00:00,88
2021-03-16 08:39:32+00:00,117
2021-03-16 12:56:46+00:00,101
2021-03-16 17:14:00+00:00,94
2021-03-16 21:31:14+00:00,96
2021-03-17 01:48:28+00:00,88
2021-03-17 06:05:42+00:00,88
2021-03-17 10:22:56+00:00,98
2021-03-17 14:40:10+00:00,95
2021-03-17 18:57:24+00:00,97
2021-03-17 23:14:38+00:00,96
2021-03-18 03:31:52+00:00,101
2021-03-18 07:49:06+00:00,103
2021-03-18 12:06:20+00:00,105
2021-03-18 16:23:34+00:00,106
2021-03-18 20:40:48+00:00,98
2021-03-19 00:58:02+00:00,98
2021-03-19 05:15:16+00:00,98
2021-03-19 09:32:30+00:00,98
2021-03-19 13:49:44+00:00,97
2021-03-19 18:06:58+00:00,97
2021-03-19 22:24:12+00:00,96
2021-03-20 02:41:26+00:00,96
2021-03-20 06:58:40+00:00,96
2021-03-20 11:15:54+00:00,100
2021-03-20 15:33:08+00:00,96
2021-03-20 19:50:22+00:00,98
2021-03-21 00:07:36+00:00,98
2021-03-21 04:24:50+00:00,99
2021-03-21 08:42:04+00:00,112
2021-03-21 12:59:18+00:00,100
2021-03-21 17:16:32+00:00,107
2021-03-21 21:33:46+00:00,103
2021-03-22 01:51:00+00:00,101
2021-03-22 06:08:14+00:00,122
2021-03-22 10:25:28+00:00,121
2021-03-22 14:42:42+00:00,101
2021-03-22 18:59:56+00:00,98
2021-03-22 23:17:10+00:00,102
2021-03-23 03:34:24+00:00,99
2021-03-23 07:51:38+00:00,100
2021-03-23 12:08:52+00:00,118
2021-03-23 16:26:06+00:00,97
2021-03-23 20:43:20+00:00,92
2021-03-24 01:00:34+00:00,95
2021-03-24 05:17:48+00:00,95
2021-03-24 09:35:02+00:00,96
2021-03-24 13:52:16+00:00,98
2021-03-24 18:09:30+00:00,103
2021-03-24 22:26:44+00:00,92
2021-03-25 02:43:58+00:00,94
2021-03-25 07:01:12+00:00,95
2021-03-25 11:18:26+00:00,96
2021-03-25 15:35:40+00:00,94
2021-03-25 19:52:54+00:00,100
2021-03-26 00:10:08+00:00,95
2021-03-26 04:27:22+00:00,99
2021-03-26 08:44:36+00:00,107
2021-03-26 13:01:50+00:00,95
2021-03-26 17:19:04+00:00,93
2021-03-26 21:36:18+00:00,93
2021-03-27 01:53:32+00:00,93
2021-03-27 06:10:46+00:00,93
2021-03-27 10:28:00+00:00,93
2021-03-27 14:45:14+00:00,96
2021-03-27 19:02:28+00:00,94
2021-03-27 23:19:42+00:00,94
2021-03-28 03:36:56+00:00,94
2021-03-28 07:54:10+00:00,93
2021-03-28 12:11:24+00:00,87
2021-03-28 16:28:38+00:00,97
2021-03-28 20:45:52+00:00,106
2021-03-29 01:03:06+00:00,106
2021-03-29 05:20:20+00:00,102
2021-03-29 09:37:34+00:00,98
2021-03-29 13:54:48+00:00,98
2021-03-29 18:12:02+00:00,90
2021-03-29 22:29:16+00:00,87
2021-03-30 02:46:30+00:00,94
2021-03-30 07:03:44+00:00,94
2021-03-30 11:20:58+00:00,98
2021-03-30 15:38:12+00:00,100
2021-03-30 19:55:26+00:00,95
2021-03-31 00:12:40+00:00,92
2021-03-31 04:29:54+00:00,85
2021-03-31 08:47:08+00:00,85
2021-03-31 13:04:22+00:00,101
2021-03-31 17:21:36+00:00,97
2021-03-31 21:38:50+00:00,90
2021-04-01 01:56:04+00:00,104
2021-04-01 06:13:18+00:00,104
2021-04-01 10:30:32+00:00,104
2021-04-01 14:47:46+00:00,92
2021-04-01 19:05:00+00:00,98
2021-04-01 23:22:14+00:00,87
2021-04-02 03:39:28+00:00,89
2021-04-02 07:56:42+00:00,98
2021-04-02 12:13:56+00:00,98
2021-04-02 16:31:10+00:00,93
2021-04-02 20:48:24+00:00,87
2021-04-03 01:05:38+00:00,90
2021-04-03 05:22:52+00:00,90
2021-04-03 09:40:06+00:00,90
2021-04-03 13:57:20+00:00,91
2021-04-03 18:14:34+00:00,91
2021-04-03 22:31:48+00:00,93
2021-04-04 02:49:02+00:00,87
2021-04-04 07:06:16+00:00,102
2021-04-04 11:23:30+00:00,94
2021-04-04 15:40:44+00:00,100
2021-04-04 19:57:58+00:00,92
2021-04-05 00:15:12+00:00,92
2021-04-05 04:32:26+00:00,92
2021-04-05 08:49:40+00:00,115
2021-04-05 13:06:54+00:00,96
2021-04-05 17:24:08+00:00,97
2021-04-05 21:41:22+00:00,92
2021-04-06 01:58:36+00:00,93
2021-04-06 06:15:50+00:00,93
2021-04-06 10:33:04+00:00,104
2021-04-06 14:50:18+00:00,92
2021-04-06 19:07:32+00:00,93
2021-04-06 23:24:46+00:00,93
2021-04-07 03:42:00+00:00,92
2021-04-07 07:59:14+00:00,116
2021-04-07 12:16:28+00:00,100
2021-04-07 16:33:42+00:00,90
2021-04-07 20:50:56+00:00,90
2021-04-08 01:08:10+00:00,92
2021-04-08 05:25:24+00:00,92
2021-04-08 09:42:38+00:00,105
2021-04-08 13:59:52+00:00,92
2021-04-08 18:17:06+00:00,92
2021-04-08 22:34:20+00:00,94
2021-04-09 02:51:34+00:00,94
2021-04-09 07:08:48+00:00,101
2021-04-09 11:26:02+00:00,118
2021-04-09 15:43:16+00:00,93
2021-04-09 20:00:30+00:00,94
2021-04-10 00:17:44+00:00,96
2021-04-10 04:34:58+00:00,96
2021-04-10 08:52:12+00:00,120
2021-04-10 13:09:26+00:00,111
2021-04-10 17:26:40+00:00,111
2021-04-10 21:43:54+00:00,95
2021-04-11 02:01:08+00:00,109
2021-04-11 06:18:22+00:00,109
2021-04-11 10:35:36+00:00,111
2021-04-11 14:52:50+00:00,109
2021-04-11 19:10:04+00:00,101
2021-04-11 23:27:18+00:00,94
2021-04-12 03:44:32+00:00,90
2021-04-12 08:01:46+00:00,90
2021-04-12 12:19:00+00:00,109
2021-04-12 16:36:14+00:00,95
2021-04-12 20:53:28+00:00,95
2021-04-13 01:10:42+00:00,95
2021-04-13 05:27:56+00:00,95
2021-04-13 09:45:10+00:00,95
2021-04-13 14:02:24+00:00,98
2021-04-13 18:19:38+00:00,96
2021-04-13 22:36:52+00:00,95
2021-04-14 02:54:06+00:00,96
2021-04-14 07:11:20+00:00,96
2021-04-14 11:28:34+00:00,98
2021-04-14 15:45:48+00:00,103
2021-04-14 20:03:02+00:00,102
2021-04-15 00:20:16+00:00,94
2021-04-15 04:37:30+00:00,95
2021-04-15 08:54:44+00:00,94
2021-04-15 13:11:58+00:00,101
2021-04-15 17:29:12+00:00,94
2021-04-15 21:46:26+00:00,91
2021-04-16 02:03:40+00:00,93
2021-04-16 06:20:54+00:00,93
2021-04-16 10:38:08+00:00,98
2021-04-16 14:55:22+00:00,94
2021-04-16 19:12:36+00:00,93
2021-04-16 23:29:50+00:00,92
2021-04-17 03:47:04+00:00,92
2021-04-17 08:04:18+00:00,99
2021-04-17 12:21:32+00:00,93
2021-04-17 16:38:46+00:00,94
2021-04-17 20:56:00+00:00,95
2021-04-18 01:13:14+00:00,94
2021-04-18 05:30:28+00:00,94
2021-04-18 09:47:42+00:00,101
2021-04-18 14:04:56+00:00,100
2021-04-18 18:22:10+00:00,108
2021-04-18 22:39:24+00:00,102
2021-04-19 02:56:38+00:00,95
2021-04-19 07:13:52+00:00,95
